,label,title0,text0,inc_id0,title1,text1,inc_id1,shared_frames,shared_elements,total_overlap
0,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Moggré en Makkinga leiden 87 persconferenties songfestival,"Moggr&#233; en Makkinga leiden 87 persconferenties songfestival.

Er worden persconferenties gehouden voor alle 41 delegaties, maar ook met de finalisten na afloop van de halve finales en met de winnaar na de grote finale. Rotterdam verwacht 1500 aanwezige journalisten. Roos Moggré, presentatrice van EenVandaag, presenteerde vorig jaar de persconferentie bij de aankomst van Duncan Laurence op Schiphol en de bekendmaking van Rotterdam als gaststad. ,,Ik kijk ontzettend uit naar het internationale karakter van het songfestival"", zegt Roos. ,,De muzikanten en de journalisten komen uit de hele wereld en ik vind het fantastisch dat ik daar als Nederlander bij mag zijn."" Andrew Makkinga is presentator en gespreksleider. Het grote Nederlandse publiek kent hem als verslaggever voor de NTR tijdens live-uitzendingen van muziekfestivals als North Sea Jazz en als radio-presentator voor NPO Soul & Jazz. ,,Het Eurovisiesongfestival is een prachtig, verbindend evenement waar muziek centraal staat"", zegt Andrew. ,,Ik ben met name erg geïnteresseerd in de diversiteit aan muzikale stijlen die we kunnen verwachten en het festival vanuit deze invalshoek te benaderen.”
",Q30973589,4,17,21
1,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Leeuwarden niet langer kandidaat voor Songfestival,"Leeuwarden niet langer kandidaat voor Songfestival.

Leeuwarden is de eerste stad die zich terugtrekt als kandidaat om het Eurovisie Songfestival van 2020 te organiseren. Dat laat de gemeente weten. Het plafond van de beoogde locatie – het WTC Expo in de stad – is te laag voor het internationale evenement. Volgens Leeuwarden is het niet realistisch om dit op korte termijn aan te passen. ,,We wisten al vanaf het begin dat de hoogte van het WTC Expo mogelijk een bottleneck zou zijn’’, zegt de Leeuwardse wethouder Sjoerd Feitsma van Cultuur. ,,Maar de kans om een Eurovisie Songfestival naar je stad te halen laat je niet zomaar aan je voorbij gaan. Daarom hebben we ons vol overtuiging kandidaat gesteld.’’ Al voordat de NPO op 12 juni zijn programma van eisen aan de kandidaat-steden stuurde is onderzocht of het dak op tijd voor het Eurovisie Songfestival kon worden verhoogd. Dat bleek afgelopen weekend uiteindelijk niet realistisch. ,,Jammer natuurlijk’’, zegt Feitsma. ,,Vooral omdat de hoogte van de zaal eigenlijk de enige vereiste is waaraan we niet kunnen voldoen. We hadden er het volste vertrouwen in dat we de organisatie verder aankonden.’’ Leeuwarden wil nu bekijken of er in mei 2020 een plek in de stad kan worden ingericht waar duizenden fans het Eurovisie Songfestival via een livestream kunnen volgen. Hierover nemen Leeuwarden en de provincie later deze week contact op met de NPO. De steden die nu nog in de race zijn voor het Songfestival zijn Amsterdam, Utrecht, Den Bosch, Maastricht, Breda, Den Haag en Rotterdam. Lees ook: Eurovisie Songfestival naar Leeuwarden? Techniekbedrijven en ondernemers hebben twijfels
",Q30973589,1,2,3
2,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,"Gelukt! Zo krijgt Rotterdam dekking van 15,5 miljoen euro voor het songfestival rond","Gelukt! Zo krijgt Rotterdam dekking van 15,5 miljoen euro voor het songfestival rond.

Rotterdam heeft de dekking van de 15,5 miljoen euro voor het Eurovisie Songfestival rond. Dat blijkt uit de zojuist gepresenteerde begroting. Het bedrag komt voor een fors deel uit bestaande budgetten plus de 1 miljoen euro die de provincie Zuid-Holland al heeft toegezegd. De grootste hap komt uit de post ‘algemene middelen’: 11,4 miljoen euro. Een ruime meerderheid in de gemeenteraad steunt dit plan. De dik 15 miljoen euro wierp Rotterdam in de strijd om het lucratieve liedjesfestijn in mei 2020 naar Rotterdam te halen. Concurrent Maastricht bood met 18,5 miljoen euro weliswaar meer, maar de locatie MECC moest het afleggen tegen Ahoy Rotterdam. Met het geld worden onder andere politie-inzet, het opfleuren van de stad en evenementen in de wijken betaald. De 11,4 miljoen euro uit ‘algemene middelen’ was voor dit jaar wél begroot, maar niet uitgegeven. Dit geld kan worden besteed om tegenvallers op te vangen, maar óók om kansen te benutten, zoals het songfestival. Het resterende bedrag wordt uit cultuur- en evenementenpotjes gehaald. Bestaand beleid hoeft niet te worden gewijzigd. ,,Er hoeft dus niet te worden bezuinigd’’, luidt de uitleg. Garant Wethouder Said Kasmi (D66, toerisme) zegt in een toelichting blij te zijn met de manier waarop in de 15,5 miljoen euro wordt voorzien. ,,We zijn er dus ook financieel klaar voor’’, luidt zijn reactie. ,,Het merendeel van het bedrag waarvoor we garant staan, kunnen we betalen van geld dat de gemeente dit jaar niet meer uitgeeft. Nu kiezen we er voor om met een deel van dat geld onze investering voor het songfestival te betalen.’’ Quote Dit gaat niet ten koste van bestaand beleid. Hulde daarvoor Dennis Tak, PvdA Overigens moet het voorstel van het college van b en w nog worden besproken in de gemeenteraad. Daar werd eerder geopperd om vergoedingen te vragen aan omliggende gemeente als die een ‘songfestivalfilmpje’ willen opnemen. De organiserende omroepen staken daar een stokje voor. Het is volgens hen in strijd met de Mediawet én Rotterdam gaat hier helemaal niet over. Wél is er nog het PvdA-plan om de toeristenbelasting met 1 procent te verhogen, en zo in een paar jaar tijd ettelijke miljoenen bij elkaar te krijgen. Financieel specialist Dennis Tak stelt echter deze troef nog achter de hand te houden. ,,Ik ben blij dat we dit jaar een overschot hebben en dat dit deels wordt gebruikt om het songfestival te betalen’’, reageert hij. ,,Dat het geld uit de algemene middelen komt en dit dus niet ten koste gaat van bestaand beleid, is prima. Hulde daarvoor. Maar als we volgend jaar wél een tekort hebben, dan zal ik mijn voorstel om de toeristenbelasting te verhogen alsnog inbrengen. Om te voorkomen dat we dan op andere zaken moeten bezuinigen om de afrekening van het songfestival te betalen.’’ Popcultuur Fractievoorzitter Ruud van der Velden van de Partij voor de Dieren is teleurgesteld in de oplossing die het college heeft gekozen. ,,Jammer dit. Die algemene middelen zijn bedoeld om tegenvallers op te vangen, en die zitten er in een aantal dossiers nog aan te komen. Dat geld heb je dus hard nodig. Bovendien komt een deel uit het cultuurbudget. Ook zonde. Ik heb liever dat ze geld steken in de noodlijdende, Rotterdamse popcultuur, in plaats van zo'n eenmalig festival.’’ In een reactie zegt raadslid Geert Koster van Leefbaar Rotterdam het voorstel van b en w te zullen steunen. ,,Het grootste deel van de dekking komt uit de algemene middelen. En daar hebben wij altijd voor gepleit.’’ En zo stevent het financieringsplan op een ruime meerderheid af in de Rotterdamse gemeenteraad, want ook D66, CDA en VVD zijn voor. VVD-raadslid Dieke van Groningen: ,,Dit zijn de afspraken waardoor er niet op belangrijke beleidsterreinen hoeft te worden gekort. Dus niemand wordt de dupe, en dat is fijn.’’ Quote Niemand wordt hiervan de dupe, en dat is fijn Dieke van Groningen, VVD Ze is bovendien blij dat een mogelijke verhoging van de ‘toeristentax’ van tafel is. ,,Dat is dankzij dit voorstel van het college niet meer nodig. Zo hoeven we ondernemers niet extra te belasten.’’ Bekijk hieronder de promotievideo waarin werd aangekondigd dat het Songfestival in Rotterdam wordt gehouden. Onze excuses Helaas kunnen wij deze social post, liveblog of anders niet tonen omdat het één of meerdere social media-elementen bevat. Aanvaard de social media-cookies om deze inhoud alsnog te tonen.
",Q30973589,1,2,3
3,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Zwolle haakt af in strijd om Songfestival: IJsselhallen ongeschikt,"Zwolle haakt af in strijd om Songfestival: IJsselhallen ongeschikt.

De hoogte en capaciteit van de IJsselhallen maken het onmogelijk om het Songfestival onderdak te bieden. ,,De accommodatie voldoet niet aan de eisen. Qua omvang, faciliteiten en capaciteit gaat het op dit moment niet lukken. Je kunt bijbouwen, maar ook dat is niet ideaal. Hier het Songfestival houden, is alsof je de Champions League-finale in het stadion van PEC Zwolle speelt’’, beseft Denneboom. Volgens de directeur is van begin af aan duidelijk geweest dat het een moeilijk verhaal zou worden in de IJsselhallen. Het promotiefilmpje om mee te dingen naar de organisatie, ontstond dan ook vooral ‘uit gekkigheid’. Dat was nog voor de winst van Duncan. ,,We hebben altijd geroepen dat als je het reëel bekijkt dit niet de plek is om het Songfestival te houden. We zijn geen ZiggoDome of Ahoy. Akoestisch gezien zeker niet. In principe staan we met 6-0 achter, hebben we vanaf het eerste moment gezegd. Ook als je kijkt naar de capaciteit, dan lukt het niet. Hier kunnen maximaal zevenduizend mensen in, terwijl je een ruimte voor tienduizend nodig hebt. Qua bereikbaarheid en overnachtingsplekken zie ik overigens geen problemen, er zijn bedden genoeg in de regio.’’
",Q30973589,2,5,7
4,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,'Open Up' is slogan Eurovisie Songfestival 2020,"'Open Up' is slogan Eurovisie Songfestival 2020.

'Open Up' is de slogan van het Eurovisie Songfestival 2020, dat volgend jaar mei in Rotterdam gehouden wordt. Deze slogan moet de basis worden van de drie liveshows en het evenement, dat voor het eerst in 40 jaar weer in Nederland plaatsvindt. ""We hebben gezocht naar een thema dat vertelt waar Nederland voor staat; een land met een open blik naar de wereld, waar we onze mening, met respect voor elkaar, niet onder stoelen of banken steken,"" vertelt executive producer Sietse Bakker. ""Met deze slogan nodigen we mensen uit zich open te stellen voor de ander, voor meningen, elkaars verhalen en natuurlijk voor elkaars muziek."" Bekijk hier de video waarmee de slogan bekend werd gemaakt:
",Q30973589,2,6,8
5,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Cornald Maas over gevolgen Songfestival door corona,"Cornald Maas over gevolgen Songfestival door corona.

Cornald vertelt: “Ik weet het ook echt niet. Mensen die hierover moeten beslissen weten het ook echt niet. De beslissing is nog niet genomen, maar ze zullen geen onverantwoorde risico’s aangaan. Als deze periode van quarantaine verlengd wordt, dan is het volgens mij niet haalbaar meer."" Opbouwen of niet? Hij vertelt dat je niet zomaar een proces van het opbouwen van Ahoy kan starten, zonder dat je zekerheid hebt of het evenement doorgaat of niet. “Je gaat niet dat parcours in als je geen garantie hebt. En daarbij komt ook nog dat je geen grip hebt op wat individuele delegaties gaan doen. Landen willen Nederland niet meer in om hun introductiefilmpjes op te nemen."" Uiterlijke deadline Voorlopig ligt de deadline op 6 april. Dan wordt bepaald of het Songfestival door zal gaan of niet. Cornald vertelt dat die deadline ongeveer gelijk is aan de eventuele start van de opbouw van het festival. “In het ergste geval wordt het een jaar uitgesteld, maar ik weet dat mensen volop bezig zijn om het nog door te laten gaan.” Gijs sprak Cornald over zijn eigen shows en het Songfestival. Luister hieronder verder.
",Q30973589,1,2,3
6,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Eurovisie Songfestival in 2020 in Zuid-Holland,"Eurovisie Songfestival in 2020 in Zuid-Holland.

De provincie is blij met de keuze voor Rotterdam. Rotterdam is booming. Kunst, cultuur en architectuur verbinden de Rotterdammers en bezoekers van de stad. De haven verbindt Nederland met de rest van Europa. En de provincie verbindt Rotterdam met de regio. Bezoekers van het Eurovisie Songfestival genieten straks niet alleen van de Rotterdamse dynamiek, maar ook van de geschiedenis van Delft en van de kust in Den Haag. Van de bloemenvelden in Lisse en kaasstad Gouda en – eerlijk is eerlijk - ook van het Noord-Hollandse Amsterdam. De bereikbaarheid van de regio is met een hoogwaardig netwerk van openbaar vervoer uitstekend geregeld en de gasten van het songfestival kunnen rekenen op een warm welkom in de vele Zuid-Hollandse hotels. Een groot evenement als het Eurovisie Songfestival vraagt om groots denken. Heel de wereld kijkt straks naar ons en uit heel Europa komen gasten naar Zuid-Holland om het songfestival in Rotterdam te bezoeken en Nederland te ervaren. De provincie draagt bij aan dat grote denken en stelt een eenmalige subsidie van een miljoen euro beschikbaar.
",Q30973589,1,2,3
7,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Songfestival wijst Wit-Russische inzending af,"Songfestival wijst Wit-Russische inzending af.

De organisator van het Eurovisiesongfestival dreigt ermee de inzending van Wit-Rusland te diskwalificeren. De European Broadcasting Union (EBU), de koepel van Europese openbare omroepen die de liedjeswedstrijd organiseert, eist dat Wit-Rusland de tekst van zijn nummer aanpast ofwel een nieuw nummer instuurt. Wit-Rusland heeft een band afgevaardigd die al meerdere nummers heeft uitgebracht die de protesten tegen president Loekasjenko bespot. De inzending van Galasy ZMesta bevat teksten zoals ‘ik zal je leren om in de pas te lopen’, wat veel mensen ongepast vinden. De videoclip kreeg op het officiële YouTube-kanaal van de wedstrijd 5.800 likes en 40.000 dislikes. ‘Het nummer brengt de niet-politieke aard van het Songfestival in gevaar’, zegt de EBU in een mededeling. ‘De reacties op het nummer kunnen de reputatie van het Eurovisiesongfestival bovendien beschadigen.’ De EBU heeft de Wit-Russische omroep BTRC op de hoogte gebracht dat het nummer in zijn huidige vorm niet in aanmerking komt om deel te nemen. ‘We hebben gevraagd om het nummer aan te passen of een nieuw nummer te kiezen dat wel in overeenstemming is met de regels. Anders dreigt diskwalificatie.’ De frontman van de band Dmitry Butakov vindt dat het nummer de regels niet schendt. Tegenstanders vinden dat het optreden legitimiteit zou geven aan de gewelddadige reactie van het regime tegen de massale onrust die het land overspoelde na de verkiezingen in augustus vorig jaar. Volgens mensenrechtengroepen zijn meer dan 33.000 mensen opgepakt bij het protest.
",Q30973589,1,1,2
8,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Arnhem wil gaststad zijn voor Songfestival in 2020,"Arnhem wil gaststad zijn voor Songfestival in 2020.

Wethouder economische zaken en citymarketing Jan van Dellen laat via een persbericht van de gemeente weten dat Arnhem daar ‘heel enthousiast van wordt’. ,,We moeten wel serieus onderzoeken of het haalbaar is op het gebied van investeringen, faciliteiten en logistiek. We zullen dat ook zeker samen met de regio moeten oppakken.” GelreDome is beschikbaar Meest logische plek zou GelreDome zijn. Het stadion heeft eerder al laten weten het evenement te kunnen ontvangen. Het is volgens de gemeente één van de weinige plekken die beschikbaar is in de periode dat het Eurovisie Songfestival volgend jaar plaatsvindt. Ook kan daar genoeg publiek in en is het al ingericht op grote evenementen. ‘Arnhem is goed bereikbaar, zowel vanuit Duitsland als vanuit Amsterdam', schrijft de gemeente. Ook het regionale bureau voor toerisme, Toerisme Veluwe Arnhem Nijmegen, ziet de komst van het Songfestival naar Arnhem zitten. ,,Heel goed als Arnhem zich kandidaat stelt. Het past ook mooi in de lijn om Amsterdam in het buitenland minder te profileren en andere regio’s juist meer”, zegt woordvoerder Herre Dijkema. Met het Gelredome als perfecte plek voor het Eurovisie Songfestival is het ook een prachtige kans de stad en de regio bij buitenlandse bezoekers en kijkers op de kaart te zetten, vervolgt hij. ,,We kunnen de bezoekers bovendien meteen laten zien wat de stad en de regio nog meer te bieden hebben.”
",Q30973589,1,2,3
9,1,Sander Lantinga naast Cornald Maas als commentator Songfestival,"Sander Lantinga naast Cornald Maas als commentator Songfestival.

Sander Lantinga verzorgt volgende maand samen met Cornald Maas het commentaar voor het Eurovisie Songfestival in Rotterdam. De radio-dj neemt daarmee het stokje eenmalig over van Jan Smit, die een van de presentatoren is. Maas en Lantinga geven commentaar tijdens de halve finales op 18 en 20 mei en de finale op 22 mei. Lantinga is sinds 2019 lid van de selectiecommissie van AVROTROS. ""Mensen in mijn omgeving hebben mij wel eens gevraagd of ik ooit het festival zou willen presenteren. Ik ben tenslotte groot fan"", aldus de 538-dj in een reactie. ""Mijn antwoord was dan altijd dat ik liever het commentaar zou willen doen. Ik voel me dus enorm vereerd."" Ook Maas is blij met Lantinga aan zijn zijde. ""Ik kijk ernaar uit om het commentaar in de uitzendingen met Sander te verzorgen, temeer door zijn muzikale knowhow en humor. Sander heeft nooit zijn liefde voor het Eurovisie Songfestival onder stoelen of banken gestoken, wat ik uiteraard erg waardeer.""
",Q30973589,Programma’s,"Programma&#8217;s.

Eurovisie Songfestival 2021 Eindelijk is het zover! De eerste halve finale van het Eurovisie Songfestival vanuit Rotterdam Ahoy. Zestien landen strijden deze avond voor een plaats in de finale op zaterdag 22 mei. Chantal Janzen, Jan Smit, Edsilia Rombley en Nikkie de Jager presenteren de grootste liedjeswedstrijd ter wereld.
",Q30973589,4,15,19
